461.573908 0.000000 -563.336388 0.000000 0.000000 100.000000 0.000000 0.000000 -563.336388 0.000000 918.063490 0.000000 0.000000 0.000000 0.000000 100.000000 88.290804 0.000000 -90.466398 0.000000 0.000000 100.000000 0.000000 0.000000 -90.466398 0.000000 1382.973462 0.000000 0.000000 0.000000 0.000000 100.000000 297.147921 0.000000 426.748954 0.000000 0.000000 100.000000 0.000000 0.000000 426.748954 0.000000 928.462607 0.000000 0.000000 0.000000 0.000000 100.000000 523.739977 0.000000 254.200853 0.000000 0.000000 100.000000 0.000000 0.000000 254.200853 0.000000 228.280792 0.000000 0.000000 0.000000 0.000000 100.000000 305.208399 0.000000 -75.785612 0.000000 0.000000 100.000000 0.000000 0.000000 -75.785612 0.000000 107.731375 0.000000 0.000000 0.000000 0.000000 100.000000 86.537984 0.000000 23.107120 0.000000 0.000000 100.000000 0.000000 0.000000 23.107120 0.000000 199.659968 0.000000 0.000000 0.000000 0.000000 100.000000 446.171954 0.000000 97.734946 0.000000 0.000000 100.000000 0.000000 0.000000 97.734946 0.000000 108.229696 0.000000 0.000000 0.000000 0.000000 100.000000 810.226363 0.000000 -312.188438 0.000000 0.000000 100.000000 0.000000 0.000000 -312.188438 0.000000 215.834239 0.000000 0.000000 0.000000 0.000000 100.000000
406.032137 75.359727 -420.148911 -34.179409 75.359727 59.963996 -34.179409 -26.198643 -420.148911 -34.179409 746.492304 103.056400 -34.179409 -26.198643 103.056400 81.193598 127.599320 52.688530 -67.041785 -5.159223 52.688530 42.586441 -5.159223 -3.954564 -67.041785 -5.159223 1087.047670 126.523206 -5.159223 -3.954564 126.523206 99.180990 285.448941 66.954346 322.343939 29.008053 66.954346 53.521241 29.008053 22.234779 322.343939 29.008053 762.311183 109.867656 29.008053 22.234779 109.867656 86.414450 479.612581 99.992394 205.250009 27.427627 99.992394 78.845026 27.427627 21.023377 205.250009 27.427627 241.049258 68.113097 27.427627 21.023377 68.113097 54.409428 325.963382 93.889890 -68.933104 -14.110845 93.889890 74.167434 -14.110845 -10.816014 -68.933104 -14.110845 146.342158 57.120805 -14.110845 -10.816014 57.120805 45.983795 127.475343 53.489197 23.106891 5.903721 53.489197 43.200154 5.903721 4.525224 23.106891 5.903721 240.596201 82.391139 5.903721 4.525224 82.391139 65.353599 433.623595 104.379116 83.380660 13.968786 104.379116 82.207464 13.968786 10.707125 83.380660 13.968786 145.314757 56.078655 13.968786 10.707125 56.078655 45.184984 684.929683 110.973462 -240.924389 -25.140373 110.973462 87.262054 -25.140373 -19.270188 -240.924389 -25.140373 226.220961 63.107373 -25.140373 -19.270188 63.107373 50.572522
439.882134 85.689774 -460.716309 -72.245994 85.689774 39.997658 -73.138473 -29.689480 -460.716309 -73.138473 796.353405 140.736742 -72.245994 -29.689480 140.736742 63.228336 128.784494 36.172594 -69.593531 -10.593764 36.172594 20.026895 -10.274373 -4.398280 -69.593531 -10.274373 1163.532365 194.276468 -10.593764 -4.398280 194.276468 84.821955 305.097268 65.434456 360.054693 59.713171 65.434456 32.012371 59.597573 24.419786 360.054693 59.597573 840.473008 154.321651 59.713171 24.419786 154.321651 68.278574 569.083367 124.232204 247.169537 48.528791 124.232204 55.454464 49.162572 20.013198 247.169537 49.162572 261.431740 62.369258 48.528791 20.013198 62.369258 30.947542 359.800103 89.537439 -77.974935 -17.767313 89.537439 42.730156 -17.845739 -7.664802 -77.974935 -17.845739 149.924549 41.353462 -17.767313 -7.664802 41.353462 22.284246 130.152101 36.973636 30.919043 7.633648 36.973636 20.326292 7.628557 3.056627 30.919043 7.628557 282.731585 74.665638 7.633648 3.056627 74.665638 35.381675 509.191600 118.662891 100.693052 21.564807 118.662891 53.883584 21.707123 8.990277 100.693052 21.707123 150.456358 41.115114 21.564807 8.990277 41.115114 22.096513 771.422403 150.951204 -271.946145 -47.912746 150.951204 66.985325 -48.425879 -19.951665 -271.946145 -48.425879 238.377740 55.581306 -47.912746 -19.951665 55.581306 28.155081
460.883506 81.895448 -503.499278 -79.233990 81.895448 30.900121 -79.940492 -22.948775 -503.499278 -79.940492 838.877537 141.086664 -79.233990 -22.948775 141.086664 48.520175 117.486365 27.433704 -78.100426 -12.210639 27.433704 15.373562 -12.289018 -3.554171 -78.100426 -12.289018 1239.639661 201.929112 -12.210639 -3.554171 201.929112 65.952283 311.722661 58.976756 394.603984 63.864340 58.976756 24.449004 63.998600 18.424700 394.603984 63.998600 892.018792 152.731448 63.864340 18.424700 152.731448 51.533594 594.411550 111.399731 263.281567 45.938994 111.399731 39.237565 46.386667 13.357479 263.281567 46.386667 255.793439 51.705015 45.938994 13.357479 51.705015 22.531204 349.135117 71.465078 -78.349850 -14.837297 71.465078 28.627919 -14.862894 -4.506139 -78.349850 -14.862894 137.972062 31.491115 -14.837297 -4.506139 31.491115 16.629069 116.573177 27.400623 26.153199 4.950876 27.400623 15.383283 4.854343 1.471833 26.153199 4.854343 264.652445 55.841798 4.950876 1.471833 55.841798 23.575017 505.422989 98.283991 111.757065 20.854824 98.283991 36.100179 20.512684 5.945649 111.757065 20.512684 143.846606 32.544201 20.854824 5.945649 32.544201 16.812907 818.455577 144.989798 -298.719170 -50.125003 144.989798 49.258986 -50.180820 -14.529687 -298.719170 -50.180820 238.402345 47.820617 -50.125003 -14.529687 47.820617 21.310099
458.801208 73.932048 -513.251367 -72.547812 73.932048 25.928306 -72.682757 -16.636539 -513.251367 -72.682757 847.962505 129.267947 -72.547812 -16.636539 129.267947 38.832173 108.799115 24.446087 -70.568816 -9.862723 24.446087 14.674728 -9.131586 -2.264828 -70.568816 -9.131586 1258.689629 186.020207 -9.862723 -2.264828 186.020207 51.780602 311.256447 53.812718 401.560460 57.467720 53.812718 21.349417 58.059572 13.232135 401.560460 58.059572 884.327310 135.397216 57.467720 13.232135 135.397216 40.238187 582.975125 95.717581 257.885922 38.441384 95.717581 30.992261 38.833780 8.985968 257.885922 38.833780 243.478153 44.680183 38.441384 8.985968 44.680183 19.447080 318.872433 57.748818 -75.832163 -12.342899 57.748818 23.040727 -12.109055 -3.034630 -75.832163 -12.109055 131.320895 28.304197 -12.342899 -3.034630 28.304197 15.619728 108.562533 24.539904 24.257962 3.906591 24.539904 14.710307 3.855811 0.998385 24.257962 3.855811 248.785942 47.101999 3.906591 0.998385 47.101999 20.274480 465.920344 79.311055 108.264138 17.101605 79.311055 27.928798 16.656334 3.956792 108.264138 16.656334 136.921631 29.030709 17.101605 3.956792 29.030709 15.709562 804.460841 126.127544 -298.098866 -43.753119 126.127544 38.156007 -43.627215 -10.099469 -298.098866 -43.627215 231.432529 42.560860 -43.753119 -10.099469 42.560860 18.853953
430.011244 64.011027 -494.697655 -63.040015 64.011027 22.753252 -61.233011 -12.399668 -494.697655 -61.233011 846.917797 118.991734 -63.040015 -12.399668 118.991734 33.577547 105.050828 23.947737 -61.901448 -7.785019 23.947737 14.720364 -6.868332 -1.556727 -61.901448 -6.868332 1220.357218 164.230129 -7.785019 -1.556727 164.230129 42.699106 302.450131 49.311278 388.638358 49.504269 49.311278 19.755495 49.860198 9.950881 388.638358 49.860198 853.716796 119.447000 49.504269 9.950881 119.447000 33.961048 556.617294 83.947599 241.584237 31.660066 83.947599 27.124544 32.132067 6.677688 241.584237 32.132067 229.905206 40.420165 31.660066 6.677688 40.420165 18.204455 306.907051 53.013442 -73.680559 -10.741193 53.013442 21.577466 -10.596883 -2.467470 -73.680559 -10.596883 128.072120 27.431721 -10.741193 -2.467470 27.431721 15.509460 105.343898 24.112982 22.212742 3.261381 24.112982 14.773334 3.237338 0.821399 22.212742 3.237338 234.285550 42.922193 3.261381 0.821399 42.922193 19.411929 438.692186 69.865149 98.032713 13.277697 69.865149 24.982297 13.331189 2.918670 98.032713 13.331189 130.143878 27.391756 13.277697 2.918670 27.391756 15.455409 773.906696 110.883874 -282.021914 -36.254411 110.883874 32.442640 -36.602533 -7.443422 -282.021914 -36.602533 219.933094 38.764722 -36.254411 -7.443422 38.764722 17.742724
412.360668 59.411849 -470.833152 -54.858706 59.411849 21.456145 -53.979880 -10.201069 -470.833152 -53.979880 813.234633 106.701318 -54.858706 -10.201069 106.701318 30.070890 104.173942 24.065028 -57.070034 -6.655888 24.065028 14.759875 -6.176408 -1.273503 -57.070034 -6.176408 1152.117547 144.838697 -6.655888 -1.273503 144.838697 37.386883 295.091341 46.708674 371.017253 43.352434 46.708674 19.014573 43.963497 8.270871 371.017253 43.963497 810.572374 106.650616 43.352434 8.270871 106.650616 30.501570 536.965103 77.750524 223.872692 26.802426 77.750524 25.640238 27.705526 5.605007 223.872692 27.705526 216.070062 37.471693 26.802426 5.605007 37.471693 17.561108 299.883234 51.101507 -72.840709 -10.199852 51.101507 21.199872 -10.047079 -2.364895 -72.840709 -10.047079 127.763224 27.467932 -10.199852 -2.364895 27.467932 15.547515 104.915782 24.300001 21.939714 3.195767 24.300001 14.835587 3.233940 0.831463 21.939714 3.233940 226.414709 41.673118 3.195767 0.831463 41.673118 19.354764 411.962217 63.843728 95.735352 12.848917 63.843728 23.724800 12.420873 2.798176 95.735352 12.420873 130.571021 27.704340 12.848917 2.798176 27.704340 15.556291 741.802770 100.500104 -265.837742 -31.396305 100.500104 29.645736 -31.828984 -6.190451 -265.837742 -31.828984 211.370195 36.740116 -31.396305 -6.190451 36.740116 17.249827
393.311483 55.480415 -447.655223 -49.491825 55.480415 20.588653 -48.484889 -9.045864 -447.655223 -48.484889 786.957945 99.586303 -49.491825 -9.045864 99.586303 28.512029 104.051741 24.128478 -54.215623 -6.012235 24.128478 14.734330 -5.784062 -1.123869 -54.215623 -5.784062 1103.455448 133.455649 -6.012235 -1.123869 133.455649 34.870318 289.438717 45.099009 356.285141 39.616529 45.099009 18.641905 40.285114 7.505185 356.285141 40.285114 775.183737 98.781862 39.616529 7.505185 98.781862 28.864293 523.752374 74.584037 213.468345 24.952233 74.584037 25.115178 25.656454 5.294880 213.468345 25.656454 208.946220 36.421297 24.952233 5.294880 36.421297 17.360165 299.718942 51.161539 -70.797938 -9.588050 51.161539 21.281293 -9.662151 -2.317261 -70.797938 -9.662151 126.360914 27.197897 -9.588050 -2.317261 27.197897 15.484006 104.512580 24.282497 20.847273 3.021390 24.282497 14.798179 2.953581 0.793118 20.847273 2.953581 229.340586 42.726620 3.021390 0.793118 42.726620 19.642447 407.805663 63.395909 92.326298 11.822900 63.395909 23.723499 11.832427 2.677987 92.326298 11.832427 128.920288 27.345334 11.822900 2.677987 27.345334 15.463969 707.221866 93.034105 -255.019164 -29.417040 93.034105 28.221104 -29.208802 -5.748277 -255.019164 -29.208802 208.419758 36.222892 -29.417040 -5.748277 36.222892 17.110082
381.679428 53.638906 -431.278696 -46.356649 53.638906 20.243095 -45.765299 -8.564570 -431.278696 -45.765299 764.249754 94.951856 -46.356649 -8.564570 94.951856 27.758986 104.308993 24.170607 -55.227409 -5.978192 24.170607 14.712832 -6.190584 -1.125235 -55.227409 -6.190584 1071.859946 127.332364 -5.978192 -1.125235 127.332364 33.776843 286.666592 44.501372 344.331681 37.369312 44.501372 18.546273 38.373875 7.209866 344.331681 38.373875 740.339061 93.130516 37.369312 7.209866 93.130516 27.988290 512.233274 72.627578 209.466619 24.892047 72.627578 24.910012 24.997174 5.293595 209.466619 24.997174 207.908856 36.561985 24.892047 5.293595 36.561985 17.377666 299.946711 51.314702 -67.254411 -8.911256 51.314702 21.349000 -9.173979 -2.248205 -67.254411 -9.173979 123.929129 26.783247 -8.911256 -2.248205 26.783247 15.402184 104.637708 24.323770 21.443931 3.189536 24.323770 14.783895 3.161247 0.838616 21.443931 3.161247 233.648379 43.558365 3.189536 0.838616 43.558365 19.772779 405.350044 63.289035 87.930009 10.994574 63.289035 23.748830 11.284909 2.598418 87.930009 11.284909 126.589656 26.954280 10.994574 2.598418 26.954280 15.389154 675.580894 88.219994 -246.144765 -28.242751 88.219994 27.567944 -27.692391 -5.572633 -246.144765 -27.692391 206.644277 35.955147 -28.242751 -5.572633 35.955147 17.050858
369.812057 52.025216 -416.470802 -44.365089 52.025216 19.999341 -43.708782 -8.308731 -416.470802 -43.708782 746.792090 92.499472 -44.365089 -8.308731 92.499472 27.507159 103.893959 24.069964 -50.845479 -5.355204 24.069964 14.685589 -5.082731 -0.975540 -50.845479 -5.082731 1046.967707 123.725950 -5.355204 -0.975540 123.725950 33.297313 283.323353 43.849905 335.939517 36.369113 43.849905 18.470223 37.022948 7.092862 335.939517 37.022948 720.695576 90.951809 36.369113 7.092862 90.951809 27.757988 508.958410 72.520514 207.481222 24.763275 72.520514 25.000888 24.850959 5.291498 207.481222 24.850959 206.725286 36.428618 24.763275 5.291498 36.428618 17.335894 295.949329 50.633594 -65.981867 -9.014278 50.633594 21.244569 -9.100595 -2.275942 -65.981867 -9.100595 123.511554 26.854503 -9.014278 -2.275942 26.854503 15.418950 104.313667 24.244716 20.419248 2.985442 24.244716 14.756698 2.925405 0.785497 20.419248 2.925405 233.418198 43.324837 2.985442 0.785497 43.324837 19.700152 409.709987 64.163288 86.144980 10.845705 64.163288 23.900441 11.194515 2.593264 86.144980 11.194515 125.213288 26.803828 10.845705 2.593264 26.803828 15.362293 651.752216 85.589215 -239.989518 -27.624749 85.589215 27.308530 -26.983429 -5.528353 -239.989518 -26.983429 205.766507 35.860042 -27.624749 -5.528353 35.860042 17.048031
